COUNTY,Geography,Occupation,Median Hourly Wage (2023 $),Maximum Affordable Rent (30% of Income),2023 HUD 2BR Fair Market Rent,"% Income Needed for 2 BR, Median Wage Worker",# of Workers in 2022,Annual Wage as a % AMI for a Family of 3,Datasource,Report Name,URL
Citrus County,"Homosassa Springs, FL MSA",Medical Assistants,17.83,927,967,0.31,290,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Nursing Assistants,15.08,784,967,0.37,660,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Office Clerks, General",17.16,892,967,0.33,890,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Paralegals and Legal Assistants,21.62,1124,967,0.26,60,0.76,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Paramedics,19.41,1009,967,0.29,60,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Pharmacy Technicians,17.57,914,967,0.32,180,0.62,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Plumbers, Pipefitters, and Steamfitters",20.42,1062,967,0.27,240,0.72,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Police and Sheriff's Patrol Officers,22.19,1154,967,0.25,200,0.78,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Preschool Teachers, Except Special Education",13.89,722,967,0.4,120,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Receptionists and Information Clerks,14.18,738,967,0.39,380,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Registered Nurses,38.4,1997,967,0.15,850,1.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Retail Salespersons,13.74,714,967,0.41,1350,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Roofers,18.84,980,967,0.3,170,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",15.76,820,967,0.35,430,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Security Guards,14.91,776,967,0.37,110,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Tellers,19.01,988,967,0.29,60,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Veterinary Technologists and Technicians,17.4,905,967,0.32,100,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Citrus County,"Homosassa Springs, FL MSA",Waiters and Waitresses,12.23,636,967,0.46,970,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",All Occupations,21.15,1100,1303,0.36,721380,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Automotive Service Technicians and Mechanics,21.05,1095,1303,0.36,4020,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Bartenders,14.45,751,1303,0.52,2780,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Bus Drivers, Transit and Intercity",17.85,928,1303,0.42,400,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Carpenters,22.66,1178,1303,0.33,3360,0.59,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Cashiers,13.47,700,1303,0.56,15430,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Child, Family, and School Social Workers",22.89,1190,1303,0.33,1180,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Childcare Workers,13.77,716,1303,0.55,1780,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Construction Laborers,18.31,952,1303,0.41,5140,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Cooks, Restaurant",15.29,795,1303,0.49,8460,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Correctional Officers and Jailers,23.76,1235,1303,0.32,940,0.62,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Customer Service Representatives,19.08,992,1303,0.39,22000,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Dental Assistants,23.37,1215,1303,0.32,1540,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Dishwashers,13.61,708,1303,0.55,2080,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Electricians,24.86,1293,1303,0.3,3510,0.65,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Elementary School Teachers, Except Special Education",34.71,1805,1303,0.22,6220,0.91,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",14.44,751,1303,0.52,200,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Fast Food and Counter Workers,11.8,614,1303,0.64,20510,0.31,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Firefighters,29.57,1538,1303,0.25,1640,0.77,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Food Preparation Workers,15.27,794,1303,0.49,4450,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Hairdressers, Hairstylists, and Cosmetologists",14.83,771,1303,0.51,1610,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",24.5,1274,1303,0.31,2320,0.64,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Heavy and Tractor-Trailer Truck Drivers,24.32,1265,1303,0.31,12370,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Home Health and Personal Care Aides,13.76,716,1303,0.55,5250,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Hotel, Motel, and Resort Desk Clerks",14.63,761,1303,0.51,1390,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",14.21,739,1303,0.53,8800,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Landscaping and Groundskeeping Workers,16.31,848,1303,0.46,5850,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Laundry and Dry-Cleaning Workers,13.75,715,1303,0.55,830,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Licensed Practical and Licensed Vocational Nurses,25.51,1327,1303,0.29,2670,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Light Truck Drivers,19.31,1004,1303,0.39,5550,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Maids and Housekeeping Cleaners,14.54,756,1303,0.52,3760,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Medical Assistants,18.85,980,1303,0.4,5520,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Mental Health and Substance Abuse Social Workers,24,1248,1303,0.31,460,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Middle School Teachers, Except Special and Career/Technical Education",32.3,1679,1303,0.23,2690,0.84,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area",Nursing Assistants,16.09,837,1303,0.47,6810,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Clay County, Duval County, Nassau County, Saint Johns County, Bradford County","Jacksonville, FL HUD Metro FMR Area","Office Clerks, General",18.84,980,1303,0.4,13260,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
